Num_Acc;an;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep
2,02E+11;18;7;19;2045;2;2;1;1;6;31;PARIS (RUE DE);M;4895000;231000;930
2,02E+11;18;7;22;1435;1;2;1;1;2;31;CLAUDE MONET;M;;;930
2,02E+11;18;7;25;1230;1;2;1;1;2;31;FOCH (BOULEVARD);M;;;930
2,02E+11;18;7;26;1;5;2;2;1;3;31;ENGHIEN (AV D');M;4895989;230760;930
2,02E+11;18;8;3;1650;1;2;1;1;2;31;FOCH (BOULEVARD);M;4894432;233775;930
2,02E+11;18;8;8;105;5;2;1;1;6;31;JEAN JAURES (AVENUE);M;4895567;231883;930
2,02E+11;18;8;11;1000;1;2;1;1;6;31;CLAUDE DEBUSSY;M;4894798;234229;930
2,02E+11;18;8;11;1102;1;2;3;1;3;31;FITZELIN (DE);M;;;930
2,02E+11;18;8;22;2140;5;2;1;1;2;79;SAINT LEU (ROUTE);M;4894656;234598;930
2,02E+11;18;8;27;1835;1;2;1;1;6;1;REPUBLIQUE (AVENUE DE LA;M;4890443;239104;930
2,02E+11;18;8;27;2050;5;2;1;1;6;31;DUMAS (RUE);M;4895507;230996;930
2,02E+11;18;9;6;1805;1;2;9;1;6;31;DE LATTRE DE TASSIGNY (1;M;4895944;230038;930
2,02E+11;18;9;10;1325;1;2;1;1;6;31;DE LATTRE DE TASSIGNY (1;M;4895626;231094;930
2,02E+11;18;9;12;1920;1;2;1;1;1;79;JEAN BAPTISTE CLEMENT;M;4895000;233000;930
2,02E+11;18;9;19;1723;1;2;1;1;6;31;CDT LOUIS BOUCHET (AV);M;4895398;231839;930
2,02E+11;18;9;20;910;1;2;1;1;6;66;LURCAT JEAN;M;4894132;234568;930
2,02E+11;18;9;22;2100;5;2;2;2;5;31;JOFFRE (AVENU);M;4895678;230415;930
2,02E+11;18;9;26;1620;1;2;3;1;6;31;MARNE (AVENUE DE LA);M;4895545;232648;930
2,02E+11;18;9;29;105;5;2;9;1;3;31;SAINT LEU (ROUTE DE) 1 а;M;4895383;233567;930
2,02E+11;18;10;1;1210;1;2;3;1;3;31;DE LATTRE DE TASSIGNY (1;M;4895287;231564;930
2,02E+11;18;10;2;754;2;2;3;8;3;66;FORT DE LA BRICHE;M;4894377;234205;930
2,02E+11;18;10;3;600;5;2;1;2;2;79;DIVISION LECLERC (AV);M;4895446;234402;930
2,02E+11;18;10;12;1900;5;2;3;1;3;31;DE LATTRE DE TASSIGNY (1;M;4895504;231199;930
2,02E+11;18;10;12;1930;5;2;3;1;2;31;PARIS (RUE DE);M;4895394;231096;930
2,02E+11;18;10;13;1015;1;2;1;1;6;31;JOFFRE (AVENUE);M;;;930
2,02E+11;18;10;18;2316;5;2;2;1;3;31;JOFFRE (AVENUE);M;4895853;230108;930
2,02E+11;18;10;20;1000;1;2;1;1;1;31;JEAN JAURES (AVENUE);M;4895875;232818;930
2,02E+11;18;10;25;755;5;2;1;1;6;31;PARIS (RUE DE);M;4895401;231070;930
2,02E+11;18;10;25;1035;1;2;1;1;2;31;MARNE (AVENUE DE LA);M;4895161;232778;930
2,02E+11;18;10;26;1745;1;2;3;2;6;31;PARIS (RUE DE);M;4895426;230969;930
2,02E+11;18;10;26;1750;1;2;1;2;6;79;ROGER SALENGRO;M;4896359;234396;930
2,02E+11;18;10;29;1400;1;2;3;1;3;31;FOCH (BOULEVARD);M;4894720;233307;930
2,02E+11;18;11;3;1;5;2;2;1;2;27;VAILLANT-COUTURIER (Aven;M;4891817;240771;930
2,02E+11;18;11;6;1550;1;2;1;1;3;31;ARGENTEUIL (ROUTE D');M;4895802;228867;930
2,02E+11;18;11;11;1120;1;2;3;2;3;31;REPUBLIQUE (AVENUE);M;4895140;232080;930
2,02E+11;18;11;14;1700;5;2;9;1;2;31;SAINT LEU (ROUTE DE) 1 а;M;4894997;234106;930
2,02E+11;18;11;16;1440;1;2;1;1;5;31;SAINT LEU (ROUTE DE) > 1;M;4895594;233263;930
2,02E+11;18;11;20;1330;1;2;1;2;6;31;CLAUDE DEBUSSY;M;4894755;234278;930
2,02E+11;18;11;21;10;5;2;1;1;2;1;DANIELLE CASANOVA (RUE);M;4891568;239951;930
2,02E+11;18;11;21;2100;5;2;1;1;6;31;ANCIENS PRESIDENTS (CHEM;M;4895474;231322;930
2,02E+11;18;11;23;905;1;2;3;5;3;31;SAINT LEU (ROUTE DE) 1 а;M;4895417;233505;930
2,02E+11;18;11;26;1735;5;2;1;1;4;31;REPUBLIQUE (AVENUE);M;4895080;232484;930
2,02E+11;18;12;1;1420;1;2;9;2;3;79;SAINT LEU (ROUTE);M;4895030;234068;930
2,02E+11;18;12;4;1654;1;2;1;8;6;31;FOCH (BOULEVARD);M;;;930
2,02E+11;18;12;6;1240;1;2;1;2;6;31;MARNE (AVENUE DE LA);M;4895707;232608;930
2,02E+11;18;12;13;1050;1;2;3;1;6;31;SAINT LEU (ROUTE DE) > 1;M;4895843;232910;930
2,02E+11;18;12;14;1125;1;2;2;1;3;31;JOFFRE (AVENUE);M;4895672;230425;930
2,02E+11;18;12;16;227;5;2;1;2;6;31;JOFFRE (AVENUE);M;4895000;229000;930
2,02E+11;18;12;16;1500;1;2;3;8;3;72;JULES GUESDE (AVENUE) CO;M;4896329;238583;930
2,02E+11;18;12;18;1510;1;2;1;1;6;31;ARGENTEUIL (ROUTE D');M;4896140;229443;930
2,02E+11;18;12;20;1940;5;2;1;1;3;79;JEAN BAPTISTE CLEMENT (P;M;4896279;234362;930
2,02E+11;18;12;21;1445;1;2;1;1;6;31;LEON BLUM (AVENUE);M;4895846;231186;930
2,02E+11;18;12;21;2230;5;2;1;2;6;31;ARGENTEUIL (ROUTE D');M;4895935;229094;930
2,02E+11;18;12;23;1015;1;2;2;3;6;31;MARNE (AVENUE DE LA);M;;;930
2,02E+11;18;12;24;730;5;2;1;2;6;31;REPUBLIQUE (AVENUE);M;4894701;234260;930
2,02E+11;18;5;7;830;1;2;1;7;6;32;1  JEAN JAURES (AVENUE);M;4884500;253345;930
2,02E+11;18;5;20;2130;5;2;1;1;3;32;226  MONTFERMEIL   (ALLE;M;4889868;254398;930
2,02E+11;18;5;28;1100;1;2;1;1;3;32;4  SAINT GERMAIN  (RUE);M;4888470;253203;930
2,02E+11;18;6;6;1615;1;2;1;1;6;32;77  JEAN JAURES (AVENUE);M;4888250;252430;930
2,02E+11;18;6;7;1655;1;2;3;1;3;32;91  ARISTIDE BRIAND (RUE;M;4888321;253533;930
2,02E+11;18;6;11;915;1;2;1;9;6;32;MARRONNIERS   (AVENUE DE;M;4886833;255778;930
2,02E+11;18;6;11;1150;1;2;1;8;6;32;69  JEAN JAURES (AVENUE);M;4888000;252000;930
2,02E+11;18;6;12;910;1;2;2;2;3;32;MAURICE   (AVENUE);M;;;930
2,02E+11;18;6;24;1910;1;2;2;1;3;32;133  ROGER SALENGRO (AV;M;4887244;256684;930
2,02E+11;18;7;5;1625;1;2;2;1;3;32;CHARLES   (AVENUE);M;4889045;252171;930
2,02E+11;18;7;10;655;1;2;1;1;6;32;GABRIEL   (AVENUE);M;4888968;252146;930
2,02E+11;18;7;22;1715;1;2;2;1;3;32;MEAUX   (RUE DE);M;4887574;255539;930
2,02E+11;18;7;24;1800;1;2;3;1;3;32;ARISTIDE BRIAND (RUE);M;;;930
2,02E+11;18;7;31;800;1;2;1;1;6;32;GRAMMONT   (RUE);M;4887263;256004;930
2,02E+11;18;8;2;1015;1;2;4;1;1;32;JEAN JAURES (AVENUE);M;4888368;253007;930
2,02E+11;18;8;3;945;1;2;2;1;3;32;SAINT DIZIER   (BOULEVAR;M;4888655;253787;930
2,02E+11;18;8;14;1755;1;2;9;1;3;32;ARISTIDE BRIAND (RUE);M;4887691;253155;930
2,02E+11;18;8;26;510;5;2;5;1;3;32;HIPPOLYTE  PINA  (RUE);M;4887443;255203;930
2,02E+11;18;9;19;1530;1;2;1;1;2;32;JEAN JAURES (AVENUE);M;4880000;250000;930
2,02E+11;18;9;22;1211;1;2;3;1;3;32;PIERRE BEZET  (RUE);M;4887881;255127;930
2,02E+11;18;9;27;1027;1;2;1;1;6;32;LILLE   (RUE DE);M;4886710;256240;930
2,02E+11;18;9;27;2120;5;2;1;1;2;32;PAUL VAILLANT COUTURIER;M;4886615;256267;930
2,02E+11;18;10;11;1055;1;2;1;1;6;32;JULES GUESDES  (RUE  DU;M;;;930
2,02E+11;18;10;16;1045;1;2;1;1;1;32;MONTFERMEIL   (ALLEE DE);M;4889922;253949;930
2,02E+11;18;10;16;1340;1;2;2;1;3;32;PAUL VAILLANT COUTURIER;M;4886824;255706;930
2,02E+11;18;10;16;1400;1;2;1;1;6;32;LAENNEC   (RUE);M;4887634;255701;930
2,02E+11;18;10;18;1055;1;2;1;1;6;32;JEAN JAURES (AVENUE);M;4888306;255000;930
2,02E+11;18;10;19;800;2;2;1;1;6;32;LAENNEC   (RUE);M;4887627;255680;930
2,02E+11;18;10;27;2200;5;2;1;1;2;32;JEAN JAURES (AVENUE);M;;;930
2,02E+11;18;11;3;2325;5;2;1;1;6;32;ABBESSES  (CHEMIN D'ACCE;M;4887600;255800;930
2,02E+11;18;11;15;815;1;2;9;8;3;32;MONTGUICHET  (CHEMIN DE);M;;;930
2,02E+11;18;12;4;1820;5;2;1;1;2;32;PAUL VAILLANT COUTURIER;M;;;930
2,02E+11;18;12;21;1933;5;2;1;1;6;32;PAUL VAILLANT COUTURIER;M;4887234;255380;930
2,02E+11;18;1;3;1950;5;2;1;8;3;63;15  CARNOT (RUE);M;4888491;243766;930
2,02E+11;18;1;4;1945;5;2;1;9;6;45;133  PARIS RUE DE;M;;;930
2,02E+11;18;1;8;1528;1;2;1;1;3;6;3  CAPSULERIE RUE DE LA;M;;;930
2,02E+11;18;1;11;1800;2;2;1;1;2;6;17  CAPSULERIE RUE DE LA;M;;;930
2,02E+11;18;1;12;1815;2;2;1;8;6;45;118  PARIS RUE DE;M;;;930
2,02E+11;18;1;14;125;4;2;1;1;6;61;75  FAIDHERBE AVENUE;M;4888331;241143;930
2,02E+11;18;1;17;1045;1;2;1;1;6;63;120  NOISY ROUTE DE;M;;;930
2,02E+11;18;1;19;1630;2;2;1;8;6;63;100  BARBUSSE HENRI BOUL;M;4887850;244130;930
2,02E+11;18;1;20;1305;1;2;6;2;2;63;0  BRANLY BD EDOUARD;M;4887671;244169;930
2,02E+11;18;1;28;1945;5;2;1;2;6;61;10  ESTIENNE D'ORVES RUE;M;4888550;240300;930
2,02E+11;18;2;2;920;1;2;1;8;2;61;FAIDHERBE AVENUE;M;4888311;241136;930
2,02E+11;18;2;3;822;2;2;9;8;6;6;JAURES JEAN RUE;M;4886723;241465;930
2,02E+11;18;2;3;1825;2;2;1;2;3;6;49  STALINGRAD AV.;M;4887300;242900;930
2,02E+11;18;2;5;810;1;2;1;1;3;6;69  GAMBETTA AV.;M;4887050;241700;930
2,02E+11;18;2;10;130;5;2;2;4;7;63;BERLIOZ AVENUE;M;4887181;243838;930
2,02E+11;18;2;23;2010;5;2;1;1;6;6;26  GAL DE GAULLE AV. DU;M;4886550;241500;930
2,02E+11;18;3;14;1115;1;2;1;1;6;63;74  JAURES RUE JEAN;M;4887971;244370;930
2,02E+11;18;3;26;900;1;2;1;1;6;45;02  COMBATTANTS AF N (av;M;4888000;241000;930
2,02E+11;18;3;30;1522;1;2;1;8;6;6;MOLIERE RUE;M;4887604;242400;930
2,02E+11;18;4;9;1330;1;2;3;2;6;6;0  LENINE RUE;M;;;930
2,02E+11;18;4;9;1350;1;2;1;2;6;6;52-54  GAMBETTA AV.;M;4886000;241000;930
2,02E+11;18;4;11;1640;1;2;1;1;6;63;20  JOLIOT-CURIE IRENE;M;4888199;244147;930
2,02E+11;18;4;15;1430;1;2;1;1;3;6;71  MICHEL LOUISE RUE;M;;;930
2,02E+11;18;4;18;1940;1;2;7;1;6;45;14  DE GAULLE PLACE CHAR;M;4888000;241000;930
2,02E+11;18;4;20;1315;1;2;3;1;3;63;KERAUTRET AVENUE PIERRE;M;4887961;244873;930
2,02E+11;18;4;25;1045;1;2;1;8;6;45;131  PARIS RUE DE;M;4887989;241634;930
2,02E+11;18;5;3;1750;1;2;1;1;3;45;145  PARIS RUE DE;M;4888016;241737;930
2,02E+11;18;5;9;2125;2;2;3;1;3;61;8  JAURES AVENUE JEAN;M;;;930
2,02E+11;18;5;10;1050;1;2;1;1;3;63;88  BRANLY BD EDOUARD;M;4887256;243996;930
2,02E+11;18;5;20;1020;1;2;2;1;3;45;BRUYERES RUE DES;M;4887898;241303;930
2,02E+11;18;5;22;1255;1;2;1;1;6;6;1  LEFEVRE RAYMOND;M;4887223;242702;930
2,02E+11;18;5;28;1730;1;2;1;1;6;45;157  PARIS RUE DE;M;4888050;241827;930
2,02E+11;18;6;1;1500;1;2;3;2;2;6;83 MARIE-ANNE COLOMBIER;M;;;930
2,02E+11;18;6;2;1440;1;2;1;1;2;61;13  SEVERINE PLACE;M;;;930
2,02E+11;18;6;10;155;5;2;2;1;3;45;89  DECROS EUGENE BOULEV;M;4888353;241640;930
2,02E+11;18;6;13;1930;1;2;1;1;6;6;58  LENINE RUE;M;4886888;242445;930
2,02E+11;18;6;18;1730;1;2;1;1;6;45;139  PARIS RUE DE;M;;;930
2,02E+11;18;6;19;2335;5;2;1;1;3;6;195  PASTEUR AV.;M;4887615;242293;930
2,02E+11;18;6;21;2100;1;2;1;1;3;63;52  BELLEVUE ALLEE;M;4888623;244056;930
2,02E+11;18;6;23;1630;1;2;3;1;3;45;DOUMER PAUL AV.;M;4888481;242581;930
2,02E+11;18;6;25;1420;1;2;2;1;7;63;1  BARBUSSE HENRI Bd;M;;;930
2,02E+11;18;6;27;2030;1;2;1;1;6;63;VASSOU RUE;M;;;930
2,02E+11;18;6;28;1630;1;2;2;1;6;45;2  CLEMENCEAU AVENUE GEO;M;4888161;242156;930
2,02E+11;18;7;4;1610;1;2;1;1;3;6;12  ESTIENNE D'ORVES RUE;M;4887090;243010;930
2,02E+11;18;7;4;1800;1;2;1;1;6;6;14  Jean JAURES RUE;M;4880000;241000;930
2,02E+11;18;7;11;815;1;2;2;1;1;63;80  BARBUSSE HENRI BOULE;M;4887970;244120;930
2,02E+11;18;7;12;2013;1;2;1;1;3;6;28  MITTERRAND FRANCOIS;M;4887000;242000;930
2,02E+11;18;8;1;1800;1;2;1;1;6;45;PARIS RUE DE;M;4887877;241165;930
2,02E+11;18;9;4;854;1;2;9;1;3;63;NOISY ROUTE DE;M;4889468;243055;930
2,02E+11;18;9;5;1000;1;2;1;1;5;6;NOISY LE SEC RUE DE;M;;;930
2,02E+11;18;9;15;1230;1;2;4;1;2;6;GAMBETTA AV.;M;4886823;241501;930
2,02E+11;18;9;15;2150;5;2;1;1;3;63;VAILLANT-COUTURIER AV. P;M;4888486;243255;930
2,02E+11;18;9;17;1750;1;2;1;1;1;6;PASTEUR AV.;M;;;930
2,02E+11;18;9;19;1745;1;2;3;1;3;6;THOMAS RUE DU LIEUTENANT;M;;;930
2,02E+11;18;9;20;1800;1;2;2;1;6;6;REPUBLIQUE AVENUE (DE LA;M;;;930
2,02E+11;18;9;26;935;1;2;1;1;6;6;HOCHE RUE;M;4800000;240000;930
2,02E+11;18;9;28;1330;1;2;1;1;6;6;GAL DE GAULLE AV. DU;M;4886000;242000;930
2,02E+11;18;10;4;1130;1;2;1;1;6;63;VASSOU RUE;M;4888000;242000;930
2,02E+11;18;10;5;1915;5;2;1;1;6;63;REPUBLIQUE RUE DE LA;M;4880000;243000;930
2,02E+11;18;10;9;5;5;2;2;1;2;6;REPUBLIQUE AVENUE DE LA;M;4886235;241609;930
2,02E+11;18;10;12;834;1;2;3;2;3;6;CAPSULERIE RUE DE LA;M;;;930
2,02E+11;18;10;13;1230;1;2;1;1;3;45;BRUYERES RUE DES;M;4887858;241314;930
2,02E+11;18;10;15;1200;1;2;3;1;6;63;VAILLANT-COUTURIER RUE P;M;4888200;243000;930
2,02E+11;18;10;28;1500;1;2;1;8;6;6;REPUBLIQUE AVENUE DE LA;M;;;930
2,02E+11;18;10;30;1430;1;2;9;1;6;6;FLOREAL (RUE);M;;;930
2,02E+11;18;10;30;1515;1;2;2;1;3;6;ROBESPIERRE RUE;M;4886043;242036;930
2,02E+11;18;11;10;1915;5;2;2;1;3;45;BRUYERES RUE DES;M;4887000;241000;930
2,02E+11;18;11;12;1700;2;2;1;1;6;45;PARIS RUE De;M;4888284;242231;930
2,02E+11;18;11;13;1415;1;2;2;1;6;6;GAMBETTA AV.;M;;;930
2,02E+11;18;11;29;1650;2;2;1;1;3;63;BARBUSSE HENRI BOULEVARD;M;;;930
2,02E+11;18;12;3;1950;5;2;2;1;3;6;RIGONDES RUE DES;M;4887356;243367;930
2,02E+11;18;12;5;1130;1;2;9;1;2;63;DUMAS ALEXANDRE;M;;;930
2,02E+11;18;12;6;1600;1;2;1;1;6;6;GAL DE GAULLE AV. DU;M;4886666;241667;930
2,02E+11;18;12;6;1730;2;2;2;1;3;45;PARIS RUE DE;M;4886666;241667;930
2,02E+11;18;12;8;1600;1;2;3;2;3;63;BRANLY BD EDOUARD;M;4888215;241438;930
2,02E+11;18;12;12;2015;3;2;2;1;6;63;ETHIS RUE MARCEL;M;4887758;244364;930
2,02E+11;18;12;16;815;1;2;1;2;6;6;REPUBLIQUE AVENUE DE LA;M;4886272;228920;930
2,02E+11;18;12;20;2020;5;2;2;1;6;63;ETHIS RUE MARCEL;M;4887830;244533;930
2,02E+11;18;12;23;5;5;2;1;1;6;6;REPUBLIQUE AVENUE DE LA;M;4886110;241801;930
2,02E+11;18;12;24;1300;1;2;1;8;2;61;JOINEAU ANDRE RUE;M;4888771;240369;930
2,02E+11;18;1;2;1920;5;2;3;2;6;46;1  SOLIDARITE ALLEE DE L;M;;;930
2,02E+11;18;1;18;1645;1;2;2;1;4;46;JEAN JACQUES ROUSSEAU AV;M;4892636;254500;930
2,02E+11;18;1;20;1545;1;2;2;2;3;77;1  MONTAGNE SAVART (RUE;M;4888400;251950;930
2,02E+11;18;1;20;1800;5;2;1;2;4;46;65  ARISTIDE BRIAND AVEN;M;;;930
2,02E+11;18;1;26;2035;3;1;1;1;7;15;1  STRATEGIQUE ROUTE;M;;;930
2,02E+11;18;1;29;1700;2;2;2;1;3;46;MARX DORMOY BOULEVARD;M;4890598;252344;930
2,02E+11;18;1;31;1724;1;2;3;2;3;46;1  CONSUL GENERAL NORDLI;M;4891615;253071;930
2,02E+11;18;1;31;1835;5;2;1;1;4;46;59BIS  ARISTIDE BRIAND A;M;4891142;251789;930
2,02E+11;18;2;3;1910;5;2;2;2;3;46;73  PAUL BERT AVENUE;M;4892067;252056;930
2,02E+11;18;2;3;2000;5;2;1;2;2;46;5  THIERS AVENUE;M;4890163;251156;930
2,02E+11;18;2;3;2205;5;2;2;2;1;74;MEAUX RUE DE;M;4893461;256641;930
2,02E+11;18;2;5;835;1;2;3;1;6;74;MARE NEUVE RUE DE LA;M;4893695;256856;930
2,02E+11;18;2;9;1010;1;2;7;4;6;15;12  VERDUN PLACE DE;M;4891000;257000;930
2,02E+11;18;2;12;2200;5;2;7;1;3;46;LIBERATION PLACE DE LA;M;4892235;254361;930
2,02E+11;18;2;15;1835;5;2;1;2;2;46;82  CONSUL GENERAL NORDL;M;4891630;253107;930
2,02E+11;18;2;20;1930;4;2;1;2;3;46;235  POSTES CHEMIN DES;M;;;930
2,02E+11;18;2;25;1810;1;2;2;1;3;46;ARISTIDE BRIAND AVENUE;M;4891065;251247;930
2,02E+11;18;3;2;2010;3;1;1;1;7;15;BOIS DE BERNOUILLE ROUTE;M;;;930
2,02E+11;18;3;4;1640;1;2;3;2;2;46;MARX DORMOY BOULEVARD;M;4890909;252631;930
2,02E+11;18;3;6;1045;1;2;5;1;2;46;ARISTIDE BRIAND AVENUE;M;4891200;252083;930
2,02E+11;18;3;8;900;1;2;3;1;3;74;SOMME (RUE DE LA);M;;;930
2,02E+11;18;3;8;1540;1;2;2;2;3;46;PAUL BERT AVENUE;M;4892000;252100;930
2,02E+11;18;3;17;105;5;2;1;1;6;77;43  8 MAI 1945 (RUE DU);M;4888545;249452;930
2,02E+11;18;3;23;955;1;2;2;1;3;74;MEAUX RUE DE;M;4893566;257444;930
2,02E+11;18;3;23;1415;1;2;3;2;3;46;1  LUCIEN MICHARD ALLEE;M;4890868;253613;930
2,02E+11;18;3;23;1220;1;2;1;1;6;46;36  MARECHAL LECLERC AVE;M;4892075;254010;930
2,02E+11;18;3;24;2115;3;1;1;1;6;74;Route Nationale 3;M;;;930
2,02E+11;18;3;30;1220;1;2;1;2;2;15;09  COROT AVENUE;M;4891267;257991;930
2,02E+11;18;3;30;2010;2;2;1;1;2;46;89  CONSUL GENERAL NORDL;M;4891600;253080;930
2,02E+11;18;4;5;1610;1;2;1;1;1;46;83  MARX DORMOY BOULEVAR;M;4890653;252414;930
2,02E+11;18;4;11;1620;1;2;1;1;3;46;47 BIS  JOSEPH NOIZE ALL;M;4892264;253607;930
2,02E+11;18;4;14;1550;1;2;2;1;5;46;ROGER SALENGRO BOULEVARD;M;4891153;252850;930
2,02E+11;18;4;20;1510;1;2;7;1;6;13;1  EUROPE AVENUE DE L'°;M;;;930
2,02E+11;18;4;22;1858;1;2;2;1;3;46;77  CONSUL GENERAL NORDL;M;;;930
2,02E+11;18;4;24;2154;5;2;3;1;3;46;1  CONSUL GENERAL NORDLI;M;4891617;253072;930
2,02E+11;18;4;27;2020;1;2;2;1;3;74;1  RACINE RUE;M;4894054;256932;930
2,02E+11;18;5;3;2010;1;2;1;1;6;46;1  LOUIS BLANC ROND POIN;M;;;930
2,02E+11;18;5;7;1915;1;2;1;1;6;46;4  PRESSOIR RUE DU;M;4892156;254582;930
2,02E+11;18;5;9;2320;5;2;3;1;3;74;1  MEAUX RUE DE;M;4893716;258858;930
2,02E+11;18;5;16;1115;1;2;1;1;7;46;REPUBLIQUE AVENUE DE LA;M;;;930
2,02E+11;18;5;16;2039;1;2;2;1;3;46;MARECHAL LECLERC AVENUE;M;4892015;253928;930
2,02E+11;18;5;20;1035;1;2;1;1;6;46;8  WINSTON CHURCHILL AVE;M;;;930
2,02E+11;18;5;23;1505;1;2;1;1;4;46;19-13  DOCTEUR HERPIN RU;M;4891952;254563;930
2,02E+11;18;5;25;30;5;2;2;1;6;46;MARECHAL LECLERC  AVENUE;M;4892008;253927;930
2,02E+11;18;5;29;1740;1;2;1;1;6;46;96  MARX DORMOY BOULEVAR;M;4890396;252159;930
2,02E+11;18;6;2;1755;1;2;3;1;3;46;LUCIEN MICHARD ALLEE;M;4891006;253253;930
2,02E+11;18;6;6;750;1;2;3;3;6;15;9  PRESSOIRS RUE DU;M;4891509;257794;930
2,02E+11;18;6;7;2130;1;2;1;1;6;15;JAURES RUE JEAN;M;;;930
2,02E+11;18;6;12;850;1;2;1;3;4;46;36  EUROPE BOULEVARD DE;M;;;930
2,02E+11;18;6;12;1710;1;2;2;1;6;46;0  MARECHAL LECLERC AVEN;M;4891920;253770;930
2,02E+11;18;6;14;1620;1;2;2;1;3;46;0  ROGER SALENGRO BOULEV;M;4891148;252843;930
2,02E+11;18;6;20;1645;1;2;3;1;6;46;0  JOSEPH NOIZE ALLEE;M;;;930
2,02E+11;18;6;21;1955;1;2;9;1;1;74;0  NOLHAC RUE PIERRE DE;M;4893415;257341;930
2,02E+11;18;6;25;845;1;2;3;1;1;74;2  DAVID RUE ALBERT;M;;;930
2,02E+11;18;6;27;850;1;2;1;1;6;46;71  REPUBLIQUE AVENUE DE;M;4890641;252242;930
2,02E+11;18;6;29;2330;5;2;9;1;6;74;10  BOUCHER RUE ALEXANDR;M;4893352;600000;930
2,02E+11;18;7;3;1030;1;2;1;7;4;74;66  AMYOT BOULEVARD JACQ;M;4893528;256835;930
2,02E+11;18;7;9;1110;1;2;1;1;3;46;58  JEAN MOULIN BOULEVAR;M;4891350;251530;930
2,02E+11;18;7;9;1350;1;2;2;1;2;46;ARISTIDE BRIAND AVENUE;M;;;930
2,02E+11;18;7;14;2320;5;2;1;1;5;46;95/97  ARISTIDE BRIAND A;M;;;930
2,02E+11;18;7;19;1115;1;2;3;1;3;46;ARISTIDE BRIAND  AVENUE;M;;;930
2,02E+11;18;7;23;1100;1;2;3;1;1;74;BOUCHER RUE ALEXANDRE;M;;;930
2,02E+11;18;7;24;1840;1;2;3;1;3;46;PAUL BERT AVENUE;M;;;930
2,02E+11;18;7;27;2053;1;2;9;1;2;46;ARISTIDE BRIAND AVENUE;M;4891196;252045;930
2,02E+11;18;8;1;900;1;2;1;1;3;46;CONSUL GENERAL NORDLING;M;4891837;253574;930
2,02E+11;18;8;8;1755;1;2;2;1;3;46;GALLIENI AVENUE;M;4891687;250890;930
2,02E+11;18;8;11;2045;2;2;2;1;3;46;CONSUL GENERAL NORDLING;M;4891650;253159;930
2,02E+11;18;8;13;1015;1;1;1;1;6;74;Route Nationale 3;M;;;930
2,02E+11;18;8;28;1730;1;2;2;1;3;46;POUDRERIE Avenue DE LA;M;4893263;255421;930
2,02E+11;18;9;4;1930;1;2;2;1;3;46;ARISTIDE BRIAND AVENUE;M;4891062;251235;930
2,02E+11;18;9;6;1900;1;2;3;1;3;46;CONSUL GENERAL NORDLING;M;4891788;253466;930
2,02E+11;18;9;8;710;1;2;2;1;3;46;CONSUL GENERAL NORDLING;M;4891620;253071;930
2,02E+11;18;9;11;1750;1;2;1;1;3;46;CONSUL GENERAL NORDLING;M;;;930
2,02E+11;18;9;19;715;1;2;1;1;6;46;VAUJOURS RUE DE;M;4892328;255056;930
2,02E+11;18;9;19;1810;1;2;2;7;1;74;MEAUX RUE DE;M;4893464;256633;930
2,02E+11;18;9;22;1130;1;2;1;1;6;74;DE GAULLE AVENUE DU GENE;M;4894140;257006;930
2,02E+11;18;9;23;250;5;2;1;1;6;46;MARECHAL LECLERC AVENUE;M;4892181;254236;930
2,02E+11;18;9;24;1655;1;2;1;1;6;46;JULES VALLES RUE;M;;;930
2,02E+11;18;9;24;2105;5;2;1;1;2;74;MEAUX RUE DE;M;;;930
2,02E+11;18;9;27;1330;1;2;4;1;3;46;JEAN JACQUES ROUSSEAU AV;M;;;930
2,02E+11;18;9;29;1430;1;2;9;1;3;46;JULES VALLES RUE;M;4891961;253985;930
2,02E+11;18;10;1;925;1;2;1;1;3;46;LUCIE AUBRAC ALLEE;M;4893280;254410;930
2,02E+11;18;10;8;1820;1;2;1;1;6;46;MARECHAL LECLERC AVENUE;M;4891998;253923;930
2,02E+11;18;10;10;322;5;2;2;1;6;46;JULES GUESDES AVENUE;M;4891054;251186;930
2,02E+11;18;10;11;920;1;2;3;1;3;74;BRETAGNE RUE DE;M;;;930
2,02E+11;18;11;7;1155;1;2;2;3;3;46;PAUL BERT AVENUE;M;4891950;252310;930
2,02E+11;18;11;7;2315;5;2;2;1;3;74;MEAUX RUE DE;M;4893462;256629;930
2,02E+11;18;11;10;1310;1;2;1;3;3;46;JEAN JACQUES ROUSSEAU AV;M;;;930
2,02E+11;18;11;12;1945;5;2;1;1;6;46;POUDRERIE ALLEE de la;M;4893086;255520;930
2,02E+11;18;11;12;1705;2;2;9;2;2;46;CHANZY AVENUE DE;M;;;930
2,02E+11;18;11;13;2330;5;2;2;1;7;46;VAUBAN AVENUE;M;4891658;252212;930
2,02E+11;18;11;17;1620;1;2;2;1;3;46;WINSTON CHURCHILL AVENUE;M;;;930
2,02E+11;18;11;20;2040;5;2;1;8;6;46;ARISTIDE BRIAND AVENUE;M;;;930
2,02E+11;18;11;21;1310;1;2;1;1;2;46;JULES GUESDES AVENUE;M;4891067;251210;930
2,02E+11;18;11;21;1345;1;2;1;1;2;15;JAURES RUE JEAN;M;;;930
